index	name	height	weight	description	image
609	Chandelure	3' 03"	75.6	This Pokémon haunts dilapidated mansions. It sways its arms to hypnotize opponents with the ominous dancing of its flames.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/609.png
610	Axew	2' 00"	39.7	These Pokémon nest in the ground and use their tusks to crush hard berries. Crushing berries is also how they test each other’s strength.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/610.png
611	Fraxure	3' 03"	79.4	After battle, this Pokémon carefully sharpens its tusks on river rocks. It needs to take care of its tusks—if one breaks, it will never grow back.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/611.png
612	Haxorus	5' 11"	232.6	Its resilient tusks are its pride and joy. It licks up dirt to take in the minerals it needs to keep its tusks in top condition.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/612.png
613	Cubchoo	1' 08"	18.7	When this Pokémon is in good health, its snot becomes thicker and stickier. It will smear its snot on anyone it doesn’t like.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/613.png
614	Beartic	8' 06"	573.2	It swims through frigid seas, searching for prey. From its frozen breath, it forms icy fangs that are harder than steel.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/614.png
615	Cryogonal	3' 07"	326.3	With its icy chains, Cryogonal freezes those it encounters. It then takes its victims away to somewhere unknown.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/615.png
616	Shelmet	1' 04"	17.0	When attacked, it tightly shuts the lid of its shell. This reaction fails to protect it from Karrablast, however, because they can still get into the shell.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/616.png
617	Accelgor	2' 07"	55.8	It moves with blinding speed and lobs poison at foes. Featuring Accelgor as a main character is a surefire way to make a movie or comic popular.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/617.png
618	Stunfisk	2' 04"	24.3	Thanks to bacteria that lived in the mud flats with it, this Pokémon developed the organs it uses to generate electricity.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/618.png
619	Mienfoo	2' 11"	44.1	In one minute, a well-trained Mienfoo can chop with its arms more than 100 times.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/619.png
620	Mienshao	4' 07"	78.3	When Mienshao comes across a truly challenging opponent, it will lighten itself by biting off the fur on its arms.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/620.png
621	Druddigon	5' 03"	306.4	Druddigon lives in caves, but it never skips sunbathing—it won’t be able to move if its body gets too cold.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/621.png
622	Golett	3' 03"	202.8	They were sculpted from clay in ancient times. No one knows why, but some of them are driven to continually line up boulders.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/622.png
623	Golurk	9' 02"	727.5	Artillery platforms built into the walls of ancient castles served as perches from which Golurk could fire energy beams.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/623.png
624	Pawniard	1' 08"	22.5	It uses river stones to maintain the cutting edges of the blades covering its body. These sharpened blades allow it to bring down opponents.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/624.png
625	Bisharp	5' 03"	154.3	It’s accompanied by a large retinue of Pawniard. Bisharp keeps a keen eye on its minions, ensuring none of them even think of double-crossing it.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/625.png
626	Bouffalant	5' 03"	208.6	These Pokémon can crush a car with no more than a headbutt. Bouffalant with more hair on their heads hold higher positions within the herd.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/626.png
627	Rufflet	1' 08"	23.1	If it spies a strong Pokémon, Rufflet can’t resist challenging it to a battle. But if Rufflet loses, it starts bawling.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/627.png
628	Braviary	4' 11"	90.4	Known for its bravery and pride, this majestic Pokémon is often seen as a motif for various kinds of emblems.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/628.png
629	Vullaby	1' 08"	19.8	It wears a bone to protect its rear. It often squabbles with others of its kind over particularly comfy bones.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/629.png
630	Mandibuzz	3' 11"	87.1	Although it’s a bit of a ruffian, this Pokémon will take lost Vullaby under its wing and care for them till they’re ready to leave the nest.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/630.png
631	Heatmor	4' 07"	127.9	There’s a hole in its tail that allows it to draw in the air it needs to keep its fire burning. If the hole gets blocked, this Pokémon will fall ill.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/631.png
632	Durant	1' 00"	72.8	They lay their eggs deep inside their nests. When attacked by Heatmor, they retaliate using their massive mandibles.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/632.png
633	Deino	2' 07"	38.1	When it encounters something, its first urge is usually to bite it. If it likes what it tastes, it will commit the associated scent to memory.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/633.png
634	Zweilous	4' 07"	110.2	While hunting for prey, Zweilous wanders its territory, its two heads often bickering over which way to go.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/634.png
635	Hydreigon	5' 11"	352.7	There are a slew of stories about villages that were destroyed by Hydreigon. It bites anything that moves.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/635.png
636	Larvesta	3' 07"	63.5	The people of ancient times believed that Larvesta fell from the sun.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/636.png
637	Volcarona	5' 03"	101.4	Volcarona scatters burning scales. Some say it does this to start fires. Others say it’s trying to rescue those that suffer in the cold.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/637.png
638	Cobalion	6' 11"	551.2	This Pokémon appears in a legend alongside Terrakion and Virizion, fighting against humans in defense of the Unova region’s Pokémon.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/638.png
639	Terrakion	6' 03"	573.2	It has phenomenal power. It will mercilessly crush anyone or anything that bullies small Pokémon.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/639.png
640	Virizion	6' 07"	440.9	A legend tells of this Pokémon working together with Cobalion and Terrakion to protect the Pokémon of the Unova region.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/640.png
641	Tornadus	4' 11"	138.9	The lower half of its body is wrapped in a cloud of energy. It zooms through the sky at 200 mph.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/641.png
642	Thundurus	4' 11"	134.5	The spikes on its tail discharge immense bolts of lightning. It flies around the Unova region firing off lightning bolts.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/642.png
643	Reshiram	10' 06"	727.5	This legendary Pokémon can scorch the world with fire. It helps those who want to build a world of truth.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/643.png
644	Zekrom	9' 06"	760.6	This legendary Pokémon can scorch the world with lightning. It assists those who want to build an ideal world.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/644.png
645	Landorus	4' 11"	149.9	Lands visited by Landorus grant such bountiful crops that it has been hailed as “The Guardian of the Fields.”                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/645.png
646	Kyurem	9' 10"	716.5	This legendary ice Pokémon waits for a hero to fill in the missing parts of its body with truth or ideals.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/646.png
647	Keldeo	4' 07"	106.9	It crosses the world, running over the surfaces of oceans and rivers. It appears at scenic waterfronts.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/647.png
648	Meloetta	2' 00"	14.3	The melodies sung by Meloetta have the power to make Pokémon that hear them happy or sad.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/648.png
649	Genesect	4' 11"	181.9	This ancient bug Pokémon was altered by Team Plasma. They upgraded the cannon on its back.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/649.png
650	Chespin	1' 04"	19.8	The quills on its head are usually soft. When it flexes them, the points become so hard and sharp that they can pierce rock.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/650.png
651	Quilladin	2' 04"	63.9	It relies on its sturdy shell to deflect predators’ attacks. It counterattacks with its sharp quills.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/651.png
652	Chesnaught	5' 03"	198.4	Its Tackle is forceful enough to flip a 50-ton tank. It shields its allies from danger with its own body.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/652.png
653	Fennekin	1' 04"	20.7	Eating a twig fills it with energy, and its roomy ears give vent to air hotter than 390 degrees Fahrenheit.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/653.png
654	Braixen	3' 03"	32.0	It has a twig stuck in its tail. With friction from its tail fur, it sets the twig on fire and launches into battle.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/654.png
655	Delphox	4' 11"	86.0	It gazes into the flame at the tip of its branch to achieve a focused state, which allows it to see into the future.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/655.png
656	Froakie	1' 00"	15.4	It secretes flexible bubbles from its chest and back. The bubbles reduce the damage it would otherwise take when attacked.                 	https://assets.pokemon.com/assets/cms2/img/pokedex/full/656.png
